,Name,Link,Graduation Rate,Reading Proficiency,Math Proficiency,AP Pass Rate,AP Enrollment Rate,APs Offered,SAT,SAT Math,SAT English,ACT,ACT Math,ACT Reading,ACT English,ACT Science,Rank,District,City,Rating
1168,La Sierra High School,https://www.niche.com/k12/la-sierra-high-school-riverside-ca/,0.95,0.39,0.14,0.54,0.18,17.0,1080.0,540.0,540.0,21.0,21.0,21.0,20.0,21.0,1169,Alvord Unified School District,Riverside,3.54
1169,Corning High School,https://www.niche.com/k12/corning-high-school-corning-ca/,0.92,0.31,0.15,0.66,0.07,4.0,1040.0,510.0,530.0,20.0,20.0,21.0,20.0,20.0,1170,Corning Union High School District,Corning,3.95
1170,Orange Cove High School,https://www.niche.com/k12/orange-cove-high-school-orange-cove-ca/,0.95,0.82,0.27,0.31,0.27,8.0,930.0,460.0,470.0,16.0,15.0,15.0,15.0,16.0,1171,Kings Canyon Joint Unified School District,Orange cove,3.91
1171,Casa Roble Fundamental High School,https://www.niche.com/k12/casa-roble-fundamental-high-school-orangevale-ca/,0.93,0.44,0.21,0.58,0.16,12.0,1130.0,560.0,570.0,24.0,24.0,25.0,24.0,24.0,1172,San Juan Unified School District,Orangevale,3.7
1172,Decoto School for Independent Study,https://www.niche.com/k12/decoto-school-for-independent-study-union-city-ca/,0.45,0.47,0.26,,,,,,,,,,,,1173,New Haven Unified School District,K-12,4.33
1173,Leggett Valley High School,https://www.niche.com/k12/leggett-valley-high-school-leggett-ca/,,,,,,,,,,,,,,,1174,Leggett Valley Unified School District,Leggett,3.75
1174,New Designs Charter School,https://www.niche.com/k12/new-designs-charter-school-los-angeles-ca/,1.0,0.38,0.13,0.1,,,1000.0,490.0,510.0,19.0,18.0,19.0,19.0,18.0,1175,,Los angeles,3.39
1175,Wheatland Union High School,https://www.niche.com/k12/wheatland-union-high-school-wheatland-ca/,0.92,0.41,0.19,0.38,0.11,6.0,1160.0,580.0,580.0,27.0,25.0,29.0,28.0,27.0,1176,Wheatland Union High School District,Wheatland,3.3
1176,Academies of the Antelope Valley,https://www.niche.com/k12/academies-of-the-antelope-valley-quartz-hill-ca/,,0.44,0.16,0.35,,,910.0,430.0,480.0,,,,,,1177,Antelope Valley Union High School District,Quartz hill,4.0
1177,Mt. Whitney High School,https://www.niche.com/k12/mt-whitney-high-school-visalia-ca/,0.94,0.52,0.12,0.64,0.19,15.0,1130.0,570.0,570.0,26.0,26.0,27.0,26.0,26.0,1178,Visalia Unified School District,Visalia,3.68
1178,Azusa High School,https://www.niche.com/k12/azusa-high-school-azusa-ca/,0.87,0.57,0.27,0.56,0.24,15.0,1040.0,530.0,510.0,22.0,22.0,24.0,21.0,21.0,1179,Azusa Unified School District,Azusa,3.53
1179,Envision Academy For Arts & Technology,https://www.niche.com/k12/envision-academy-for-arts-and-technology-oakland-ca/,0.92,0.37,0.08,,,,1050.0,520.0,530.0,25.0,23.0,26.0,27.0,23.0,1180,,Oakland,3.59
1180,Willits High School,https://www.niche.com/k12/willits-high-school-willits-ca/,0.92,0.32,0.12,,,,1100.0,540.0,560.0,23.0,23.0,24.0,22.0,22.0,1181,Willits Unified School District,Willits,3.12
1181,KIPP San Francisco College Preparatory,https://www.niche.com/k12/kipp-san-francisco-college-preparatory-san-francisco-ca/,0.77,0.42,0.12,,,,1060.0,530.0,530.0,21.0,21.0,21.0,21.0,21.0,1182,,San francisco,3.63
1182,Santa Cruz County Community,https://www.niche.com/k12/santa-cruz-county-community-santa-cruz-ca/,0.68,0.32,0.17,,,,,,,,,,,,1183,,Santa cruz,4.25
1183,Dinuba High School,https://www.niche.com/k12/dinuba-high-school-dinuba-ca/,0.93,0.66,0.23,0.32,0.1,11.0,1040.0,520.0,520.0,21.0,20.0,21.0,20.0,22.0,1184,Dinuba Unified School District,Dinuba,3.71
1184,Justin Garza High,https://www.niche.com/k12/justin-garza-high-fresno-ca/,,,,,,,1140.0,550.0,590.0,,,,,,1185,Central Unified School District,Fresno,3.89
1185,Discovery High School,https://www.niche.com/k12/discovery-high-school-sacramento-ca/,0.87,0.17,0.05,,,,,,,,,,,,1186,Natomas Unified School District,Sacramento,4.0
1186,Ronald E. McNair High School,https://www.niche.com/k12/ronald-e-mcnair-high-school-stockton-ca/,0.85,0.41,0.16,0.0,0.09,7.0,1080.0,550.0,540.0,23.0,23.0,23.0,22.0,22.0,1187,Lodi Unified School District,Stockton,3.77
1187,Theodore Roosevelt Senior High School,https://www.niche.com/k12/theodore-roosevelt-senior-high-school-los-angeles-ca-062271003315/,0.84,0.45,0.12,0.17,0.28,14.0,960.0,470.0,490.0,23.0,22.0,22.0,22.0,24.0,1188,Los Angeles Unified School District,Los angeles,3.45
1188,Los Molinos High School,https://www.niche.com/k12/los-molinos-high-school-los-molinos-ca/,0.9,0.45,0.25,0.0,0.11,2.0,1030.0,500.0,540.0,22.0,21.0,23.0,21.0,22.0,1189,Los Molinos Unified School District,Los molinos,3.74
1189,Mt. Shasta High School,https://www.niche.com/k12/mt-shasta-high-school-mount-shasta-ca/,0.92,0.45,0.15,0.63,0.22,10.0,1190.0,570.0,620.0,25.0,22.0,27.0,24.0,24.0,1190,Siskiyou Union High School District,Mount shasta,3.23
1190,Teach Tech Charter High School,https://www.niche.com/k12/teach-tech-charter-high-school-los-angeles-ca/,0.82,0.47,0.17,,,,950.0,470.0,480.0,18.0,15.0,20.0,18.0,18.0,1191,,Los angeles,4.08
1191,Pinole Valley High School,https://www.niche.com/k12/pinole-valley-high-school-pinole-ca/,0.85,0.5,0.16,0.3,0.23,11.0,1130.0,560.0,570.0,24.0,23.0,25.0,24.0,24.0,1192,West Contra Costa Unified School District,Pinole,3.37
1192,Theodore Bird High School,https://www.niche.com/k12/theodore-bird-high-school-sonora-ca/,0.85,0.25,0.1,,,,,,,,,,,,1193,Sonora Union High School District,Sonora,5.0
1193,Vicente Martinez High School,https://www.niche.com/k12/vicente-martinez-high-school-martinez-ca/,0.65,0.35,0.1,,,,,,,,,,,,1194,Martinez Unified School District,Martinez,5.0
1194,Henry J. Kaiser High School,https://www.niche.com/k12/henry-j-kaiser-high-school-fontana-ca/,0.95,0.45,0.19,0.31,0.3,21.0,1040.0,520.0,520.0,19.0,19.0,19.0,18.0,19.0,1195,Fontana Unified School District,Fontana,3.7
1195,e3 Civic High School,https://www.niche.com/k12/e3-civic-high-school-san-diego-ca/,0.87,0.42,0.17,0.03,0.01,,1030.0,510.0,520.0,21.0,21.0,22.0,19.0,19.0,1196,,San diego,3.68
1196,Coliseum College Prep Academy,https://www.niche.com/k12/coliseum-college-prep-academy-oakland-ca/,0.95,0.25,0.08,0.17,0.48,5.0,940.0,470.0,470.0,19.0,18.0,21.0,19.0,19.0,1197,Oakland Unified School District,Oakland,3.66
1197,San Rafael High School,https://www.niche.com/k12/san-rafael-high-school-san-rafael-ca/,0.79,0.46,0.23,0.0,0.25,14.0,1210.0,600.0,610.0,27.0,26.0,28.0,29.0,26.0,1198,San Rafael City High School District,San rafael,3.73
1198,Pierce High School,https://www.niche.com/k12/pierce-high-school-arbuckle-ca/,0.95,0.32,0.17,0.64,0.18,7.0,1090.0,530.0,560.0,,,,,,1199,Pierce Joint Unified School District,Arbuckle,3.56
1199,Hanford High School,https://www.niche.com/k12/hanford-high-school-hanford-ca/,0.98,0.55,0.12,0.66,0.11,16.0,1160.0,570.0,590.0,27.0,28.0,28.0,28.0,27.0,1200,Hanford Joint Union High School District,Hanford,3.81
1200,Advanced Learning Academy,https://www.niche.com/k12/advanced-learning-academy-santa-ana-ca/,,0.34,0.15,,,,,,,,,,,,1201,Santa Ana Unified School District,Santa ana,4.71
1201,South High School,https://www.niche.com/k12/south-high-school-bakersfield-ca/,0.9,0.42,0.11,,,,1040.0,530.0,510.0,21.0,22.0,20.0,21.0,21.0,1202,Kern High School District,Bakersfield,3.83
1202,University Pathways Medical Magnet Academy,https://www.niche.com/k12/university-pathways-medical-magnet-academy-los-angeles-ca/,,0.45,0.25,,,,,,,,,,,,1203,Los Angeles Unified School District,Los angeles,3.0
1203,Corona High School,https://www.niche.com/k12/corona-high-school-corona-ca/,0.98,0.47,0.18,0.24,0.23,18.0,1100.0,550.0,550.0,21.0,20.0,21.0,20.0,21.0,1204,Corona-Norco Unified School District,Corona,3.76
1204,Mission Vista Academy,https://www.niche.com/k12/mission-vista-academy-beaumont-ca/,,0.46,0.28,,,,1250.0,570.0,680.0,,,,,,1205,,K-12,4.0
1205,Susan H. Nelson,https://www.niche.com/k12/susan-h-nelson-temecula-ca/,0.72,0.52,0.12,,,,1220.0,610.0,610.0,,,,,,1206,Temecula Valley Unified School District,Temecula,3.33
1206,Grant Union High School,https://www.niche.com/k12/grant-union-high-school-sacramento-ca/,0.91,0.28,0.11,0.47,0.23,16.0,1050.0,520.0,530.0,20.0,19.0,21.0,20.0,19.0,1207,Twin Rivers Unified School District,Sacramento,3.79
1207,Anaheim High School,https://www.niche.com/k12/anaheim-high-school-anaheim-ca/,0.94,0.4,0.11,,,,1100.0,550.0,550.0,22.0,23.0,23.0,22.0,22.0,1208,Anaheim Union High School District,Anaheim,3.64
1208,Kerman High School,https://www.niche.com/k12/kerman-high-school-kerman-ca/,0.94,0.5,0.16,0.43,0.09,6.0,1090.0,530.0,560.0,21.0,21.0,22.0,21.0,22.0,1209,Kerman Unified School District,Kerman,3.85
1209,William C. Overfelt High School,https://www.niche.com/k12/william-c-overfelt-high-school-san-jose-ca/,0.75,0.38,0.11,0.38,0.25,17.0,1080.0,540.0,540.0,21.0,20.0,21.0,20.0,21.0,1210,East Side Union High School District,San jose,3.78
1210,City of Angels,https://www.niche.com/k12/city-of-angels-los-angeles-ca/,0.4,0.32,0.18,,,,1070.0,520.0,550.0,18.0,17.0,18.0,18.0,18.0,1211,Los Angeles Unified School District,Los angeles,3.99
1211,Patriot High School,https://www.niche.com/k12/patriot-high-school-jurupa-valley-ca/,0.92,0.44,0.13,0.39,0.23,24.0,1080.0,540.0,540.0,22.0,22.0,22.0,21.0,22.0,1212,Jurupa Unified School District,Jurupa valley,3.61
1212,Marysville High School,https://www.niche.com/k12/marysville-high-school-marysville-ca/,0.91,0.38,0.14,0.36,0.08,6.0,1150.0,570.0,570.0,24.0,24.0,25.0,23.0,23.0,1213,Marysville Joint Unified School District,Marysville,3.59
1213,Arena Virtual High School,https://www.niche.com/k12/arena-virtual-high-school-el-segundo-ca/,,,,,,,,,,,,,,,1214,El Segundo Unified School District,9-12,4.0
1214,Loara High School,https://www.niche.com/k12/loara-high-school-anaheim-ca/,0.89,0.35,0.15,,,,1080.0,540.0,540.0,21.0,21.0,22.0,21.0,21.0,1215,Anaheim Union High School District,Anaheim,3.37
1215,Animo Ralph Bunche Charter High School,https://www.niche.com/k12/animo-ralph-bunche-charter-high-school-los-angeles-ca/,0.92,0.37,0.12,,,,990.0,490.0,500.0,18.0,18.0,18.0,17.0,19.0,1216,,Los angeles,3.87
1216,Clarksville Charter,https://www.niche.com/k12/clarksville-charter-el-dorado-hills-ca/,0.87,0.4,0.3,,,,,,,,,,,,1217,,K-12,3.71
1217,King City High School,https://www.niche.com/k12/king-city-high-school-king-city-ca/,0.92,0.62,0.15,0.58,0.17,10.0,1170.0,570.0,600.0,24.0,22.0,24.0,22.0,26.0,1218,South Monterey County Joint Union High School District,King city,3.29
1218,KIPP Esperanza High School,https://www.niche.com/k12/kipp-esperanza-high-school-east-palo-alto-ca/,,,,,,,,,,,,,,,1219,,East palo alto,3.38
1219,Pacific Coast High School,https://www.niche.com/k12/pacific-coast-high-school-arcata-ca/,0.85,0.15,0.1,,,,1060.0,520.0,540.0,,,,,,1220,Northern Humboldt Union High School District,Arcata,4.29
1220,North Salinas High School,https://www.niche.com/k12/north-salinas-high-school-salinas-ca/,0.92,0.49,0.14,0.65,0.18,13.0,1080.0,530.0,540.0,20.0,20.0,20.0,20.0,19.0,1221,Salinas Union High School District,Salinas,3.58
1221,Making Waves Academy,https://www.niche.com/k12/making-waves-academy-richmond-ca/,0.91,0.39,0.15,,,,1040.0,520.0,520.0,16.0,16.0,18.0,15.0,16.0,1222,,Richmond,3.86
1222,Sunnyside High School,https://www.niche.com/k12/sunnyside-high-school-fresno-ca/,0.93,0.35,0.1,0.23,0.24,17.0,990.0,490.0,500.0,20.0,19.0,21.0,19.0,20.0,1223,Fresno Unified School District,Fresno,4.06
1223,James Monroe High School,https://www.niche.com/k12/james-monroe-high-school-north-hills-ca/,0.81,0.29,0.1,0.23,0.2,11.0,1030.0,510.0,520.0,22.0,21.0,23.0,22.0,21.0,1224,Los Angeles Unified School District,North hills,3.9
1224,Tulelake High School,https://www.niche.com/k12/tulelake-high-school-tulelake-ca/,0.9,0.22,0.12,,,,1050.0,510.0,540.0,20.0,19.0,21.0,20.0,21.0,1225,Tulelake Basin Joint Unified School District,Tulelake,3.7
1225,Alliance Ouchi-O'Donovan 6-12 Complex,https://www.niche.com/k12/alliance-ouchi-odonovan-6-12-complex-los-angeles-ca/,0.95,0.32,0.12,,,,1030.0,510.0,510.0,18.0,18.0,18.0,17.0,19.0,1226,,Los angeles,3.5
1226,Big Pine High School,https://www.niche.com/k12/big-pine-high-school-big-pine-ca/,,,,,,,940.0,460.0,480.0,,,,,,1227,Big Pine Unified School District,Big pine,3.3
1227,Rancho Cotate High School,https://www.niche.com/k12/rancho-cotate-high-school-rohnert-park-ca/,0.93,0.39,0.1,0.4,0.22,10.0,1110.0,550.0,560.0,22.0,22.0,22.0,23.0,22.0,1228,Cotati-Rohnert Park Unified School District,Rohnert park,3.7
1228,Life Academy,https://www.niche.com/k12/life-academy-oakland-ca/,0.9,0.41,0.21,0.39,0.25,4.0,1060.0,530.0,530.0,20.0,20.0,21.0,19.0,21.0,1229,Oakland Unified School District,Oakland,3.65
1229,Trinity High School,https://www.niche.com/k12/trinity-high-school-weaverville-ca/,0.87,0.47,0.27,0.42,0.27,11.0,1180.0,580.0,600.0,24.0,24.0,26.0,25.0,24.0,1230,Trinity Alps Unified School District,Weaverville,3.55
1230,Evergreen Institute of Excellence,https://www.niche.com/k12/evergreen-institute-of-excellence-cottonwood-ca/,,0.37,0.12,,,,,,,,,,,,1231,Evergreen Union School District,Cottonwood,5.0
1231,Vista High School,https://www.niche.com/k12/vista-high-school-vista-ca/,0.82,0.49,0.13,0.39,0.26,16.0,1110.0,560.0,560.0,20.0,20.0,22.0,20.0,20.0,1232,Vista Unified School District,Vista,3.73
1232,Wasco High School,https://www.niche.com/k12/wasco-high-school-wasco-ca/,0.93,0.52,0.16,0.41,0.09,8.0,1050.0,530.0,520.0,22.0,22.0,22.0,21.0,22.0,1233,Wasco Union High School District,Wasco,4.0
1233,Jurupa Hills High School,https://www.niche.com/k12/jurupa-hills-high-school-fontana-ca/,0.93,0.52,0.16,0.22,0.01,2.0,1040.0,520.0,520.0,20.0,20.0,20.0,19.0,19.0,1234,Fontana Unified School District,Fontana,3.99
1234,Ednovate - South LA College Prep,https://www.niche.com/k12/ednovate-south-la-college-prep-los-angeles-ca/,,,,0.1,,,,,,,,,,,1235,,Los angeles,4.29
1235,Everest Public High School,https://www.niche.com/k12/everest-public-high-school-redwood-city-ca/,0.87,0.42,0.17,0.35,0.47,8.0,1160.0,570.0,590.0,23.0,22.0,24.0,23.0,24.0,1236,,Redwood city,3.52
1236,Chawanakee Academy Charter School,https://www.niche.com/k12/chawanakee-academy-charter-school-oneals-ca/,0.9,0.37,0.17,,,,,,,,,,,,1237,Chawanakee Unified School District,O'neals,3.9
1237,John H. Glenn High School,https://www.niche.com/k12/john-h-glenn-high-school-norwalk-ca/,0.91,0.33,0.16,0.74,0.35,18.0,1060.0,530.0,530.0,21.0,20.0,21.0,20.0,20.0,1238,Norwalk-La Mirada Unified School District,Norwalk,3.54
1238,Fall River Junior/Senior High School,https://www.niche.com/k12/fall-river-junior-senior-high-school-mcarthur-ca/,0.9,0.37,0.32,0.27,0.15,3.0,1170.0,600.0,570.0,23.0,20.0,26.0,22.0,24.0,1239,Fall River Joint Unified School District,Mcarthur,3.82
1239,North County Trade Tech High School,https://www.niche.com/k12/north-county-trade-tech-high-school-vista-ca/,0.9,0.25,0.1,,,,,,,,,,,,1240,,Vista,4.38
1240,California Virtual Academy at Sonoma,https://www.niche.com/k12/california-virtual-academy-at-sonoma-simi-valley-ca/,0.57,0.51,0.29,0.0,0.06,,,,,,,,,,1241,,Pk,3.68
1241,Aspire Vanguard College Preparatory Academy,https://www.niche.com/k12/aspire-vanguard-college-preparatory-academy-modesto-ca/,0.9,0.32,0.15,,,,1070.0,540.0,530.0,21.0,21.0,23.0,20.0,21.0,1242,,Modesto,3.84
1242,Discovery Charter Preparatory School,https://www.niche.com/k12/discovery-charter-preparatory-school-sylmar-ca/,0.87,0.37,0.08,,,,1040.0,510.0,530.0,,,,,,1243,,Sylmar,3.33
1243,Highland High School,https://www.niche.com/k12/highland-high-school-bakersfield-ca/,0.88,0.41,0.14,0.6,0.21,13.0,1120.0,550.0,570.0,25.0,24.0,25.0,25.0,24.0,1244,Kern High School District,Bakersfield,3.73
1244,Cloverdale High School,https://www.niche.com/k12/cloverdale-high-school-cloverdale-ca/,0.87,0.47,0.08,0.56,0.22,7.0,1210.0,610.0,610.0,25.0,24.0,26.0,25.0,23.0,1245,Cloverdale Unified School District,Cloverdale,3.24
1245,Potter Valley High School,https://www.niche.com/k12/potter-valley-high-school-potter-valley-ca/,,,,,,,1140.0,560.0,580.0,,,,,,1246,Potter Valley Community Unified School District,Potter valley,3.5
1246,Valley High School,https://www.niche.com/k12/valley-high-school-santa-ana-ca/,0.92,0.31,0.1,0.41,0.3,11.0,1010.0,510.0,500.0,20.0,21.0,20.0,20.0,19.0,1247,Santa Ana Unified School District,Santa ana,3.83
1247,Bullard High School,https://www.niche.com/k12/bullard-high-school-fresno-ca/,0.94,0.38,0.16,0.25,0.28,17.0,1110.0,550.0,560.0,26.0,24.0,27.0,26.0,26.0,1248,Fresno Unified School District,Fresno,3.52
1248,Pacheco High School,https://www.niche.com/k12/pacheco-high-school-los-banos-ca/,0.95,0.5,0.16,0.33,0.0,8.0,1080.0,540.0,540.0,23.0,23.0,24.0,22.0,23.0,1249,Los Banos Unified School District,Los banos,3.97
1249,Anzar High School,https://www.niche.com/k12/anzar-high-school-san-juan-buatista-ca/,0.77,0.57,0.27,0.28,0.11,4.0,1140.0,560.0,580.0,,,,,,1250,Aromas/San Juan Unified School District,San juan buatista,3.43
1250,Katella High School,https://www.niche.com/k12/katella-high-school-anaheim-ca/,0.96,0.47,0.09,,,,1060.0,520.0,540.0,22.0,21.0,23.0,22.0,22.0,1251,Anaheim Union High School District,Anaheim,3.56
1251,Duarte High School,https://www.niche.com/k12/duarte-high-school-duarte-ca/,0.95,0.42,0.22,0.34,0.25,11.0,1100.0,540.0,560.0,24.0,24.0,25.0,25.0,23.0,1252,Duarte Unified School District,Duarte,3.56
1252,El Rancho High School,https://www.niche.com/k12/el-rancho-high-school-pico-rivera-ca/,0.95,0.61,0.21,0.44,0.21,22.0,1080.0,550.0,530.0,21.0,22.0,22.0,21.0,21.0,1253,El Rancho Unified School District,Pico rivera,3.58
1253,Ukiah Independent Study Academy,https://www.niche.com/k12/ukiah-independent-study-academy-ukiah-ca/,0.9,0.22,0.05,,,,,,,,,,,,1254,Ukiah Unified School District,Ukiah,4.43
1254,Pivot Charter School - North Bay,https://www.niche.com/k12/pivot-charter-school-north-bay-santa-rosa-ca/,0.76,0.32,0.08,,,,,,,,,,,,1255,,K-12,4.83
1255,Montgomery High School,https://www.niche.com/k12/montgomery-high-school-santa-rosa-ca/,0.84,0.42,0.17,0.57,0.05,2.0,1200.0,600.0,600.0,28.0,27.0,28.0,27.0,27.0,1256,Santa Rosa High School District,Santa rosa,3.68
1256,Carson Senior High School,https://www.niche.com/k12/carson-senior-high-school-carson-ca/,0.91,0.42,0.17,0.27,0.18,10.0,1040.0,510.0,530.0,22.0,23.0,21.0,22.0,21.0,1257,Los Angeles Unified School District,Carson,3.67
1257,Victory High School,https://www.niche.com/k12/victory-high-school-rocklin-ca/,0.75,0.35,0.1,,,,,,,,,,,,1258,Rocklin Unified School District,Rocklin,4.0
1258,La Puente High School,https://www.niche.com/k12/la-puente-high-school-la-puente-ca/,0.98,0.47,0.13,0.4,0.26,12.0,1050.0,520.0,530.0,21.0,21.0,22.0,20.0,21.0,1259,Hacienda la Puente Unified School District,La puente,3.56
1259,Academy of Careers & Exploration,https://www.niche.com/k12/academy-of-careers-and-exploration-helendale-ca/,0.85,0.42,0.08,,,,1090.0,530.0,560.0,,,,,,1260,Helendale Elementary School District,Helendale,3.97
1260,Collegiate Charter High School of Los Angeles,https://www.niche.com/k12/collegiate-charter-high-school-of-los-angeles-los-angeles-ca/,0.55,0.55,0.25,0.2,0.35,5.0,1070.0,540.0,530.0,,,,,,1261,,Los angeles,4.32
1261,Tahquitz High School,https://www.niche.com/k12/tahquitz-high-school-hemet-ca/,0.93,0.41,0.09,0.34,0.2,14.0,1050.0,520.0,530.0,20.0,20.0,21.0,20.0,19.0,1262,Hemet Unified School District,Hemet,3.7
1262,Madison High School,https://www.niche.com/k12/madison-high-school-san-diego-ca/,0.92,0.27,0.08,0.42,0.22,8.0,1100.0,540.0,560.0,23.0,21.0,24.0,23.0,22.0,1263,San Diego Unified School District,San diego,3.61
1263,Lakeside High School,https://www.niche.com/k12/lakeside-high-school-lake-elsinore-ca/,0.91,0.44,0.09,0.45,0.28,17.0,1090.0,540.0,550.0,21.0,21.0,22.0,20.0,21.0,1264,Lake Elsinore Unified School District,Lake elsinore,3.82
1264,Knight High School,https://www.niche.com/k12/knight-high-school-palmdale-ca/,0.81,0.36,0.11,0.55,0.25,17.0,1030.0,500.0,520.0,22.0,21.0,23.0,22.0,21.0,1265,Antelope Valley Union High School District,Palmdale,3.87
1265,California Virtual Academy at Kings,https://www.niche.com/k12/california-virtual-academy-at-kings-simi-valley-ca/,0.85,0.46,0.31,0.0,0.06,,1050.0,490.0,560.0,,,,,,1266,,Pk,4.12
1266,Val Verde Academy,https://www.niche.com/k12/val-verde-academy-moreno-valley-ca/,0.9,0.3,0.14,0.31,,,,,,,,,,,1267,Val Verde Unified School District,K-12,4.22
1267,Golden Sierra Junior Senior High,https://www.niche.com/k12/golden-sierra-junior-senior-high-garden-valley-ca/,0.92,0.38,0.3,0.44,0.1,4.0,1220.0,600.0,610.0,,,,,,1268,Black Oak Mine Unified School District,Garden valley,3.72
